Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDN58,13.8,Regular,0.06,Snack Foods,232.70,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.19
DRK12,9.5,Low Fat,0.04,Soft Drinks,33.39,OUT045,2002,,Tier 2,Supermarket Type1,732.38
FDC60,5.425,Regular,0.11,Baking Goods,88.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.64
FDV45,16.75,Low Fat,0.05,Snack Foods,187.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,2440.82
FDB23,19.2,Regular,0.00,Starchy Foods,223.81,OUT045,2002,,Tier 2,Supermarket Type1,5642.66
NCA29,10.5,Low Fat,0.03,Household,171.31,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.32
FDO20,12.85,Regular,0.15,Fruits and Vegetables,252.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.41
NCH55,,Low Fat,0.06,Household,127.50,OUT019,1985,Small,Tier 1,Grocery Store,379.51
FDO32,6.36,Low Fat,0.12,Fruits and Vegetables,45.71,OUT045,2002,,Tier 2,Supermarket Type1,838.91
FDS59,,Regular,0.08,Breads,111.86,OUT019,1985,Small,Tier 1,Grocery Store,109.86
FDR59,14.5,Regular,0.06,Breads,263.26,OUT013,1987,High,Tier 3,Supermarket Type1,2878.25
FDS55,7.02,Low Fat,0.08,Fruits and Vegetables,150.07,OUT045,2002,,Tier 2,Supermarket Type1,4454.20
FDT21,7.42,Low Fat,0.02,Snack Foods,247.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.16
NCR38,17.25,Low Fat,0.11,Household,253.57,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.45
FDJ22,18.75,Low Fat,0.05,Snack Foods,190.65,OUT045,2002,,Tier 2,Supermarket Type1,1342.25
FDB57,20.25,reg,0.02,Fruits and Vegetables,220.58,OUT017,2007,,Tier 2,Supermarket Type1,2446.15
FDR52,12.65,Regular,0.08,Frozen Foods,192.38,OUT013,1987,High,Tier 3,Supermarket Type1,1910.85
NCO41,12.5,Low Fat,0.02,Health and Hygiene,96.74,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.84
FDG47,12.8,Low Fat,0.12,Starchy Foods,261.43,OUT010,1998,,Tier 3,Grocery Store,262.33
FDB44,6.655,Low Fat,0.00,Fruits and Vegetables,212.46,OUT017,2007,,Tier 2,Supermarket Type1,2743.76
FDY14,10.3,Low Fat,0.07,Dairy,263.02,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.16
NCN55,14.6,Low Fat,0.06,Others,239.25,OUT017,2007,,Tier 2,Supermarket Type1,3605.31
FDV48,9.195,Regular,0.05,Baking Goods,77.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.16
FDA21,13.65,Low Fat,0.04,Snack Foods,185.29,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.57
FDZ27,7.935,Low Fat,0.02,Dairy,51.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.90
FDW58,20.75,Low Fat,0.01,Snack Foods,104.16,OUT013,1987,High,Tier 3,Supermarket Type1,1693.80
FDH45,15.1,Regular,0.11,Fruits and Vegetables,41.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.31
FDH38,,Low Fat,0.02,Canned,115.28,OUT019,1985,Small,Tier 1,Grocery Store,117.18
FDL43,10.1,Low Fat,0.03,Meat,76.37,OUT046,1997,Small,Tier 1,Supermarket Type1,765.67
FDD38,,Regular,0.00,Canned,100.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.61
FDV02,16.75,Low Fat,0.06,Dairy,173.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.32
NCF31,9.13,Low Fat,0.05,Household,152.80,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.42
NCN05,8.235,Low Fat,0.01,Health and Hygiene,182.20,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.24
FDZ16,16.85,Regular,0.16,Frozen Foods,194.15,OUT013,1987,High,Tier 3,Supermarket Type1,5812.43
NCT18,,Low Fat,0.06,Household,181.60,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.24
NCP50,17.35,Low Fat,0.02,Others,79.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.36
FDW13,,Low Fat,0.17,Canned,50.53,OUT019,1985,Small,Tier 1,Grocery Store,207.73
NCS53,14.5,Low Fat,0.09,Health and Hygiene,159.96,OUT017,2007,,Tier 2,Supermarket Type1,2218.45
DRG03,14.5,Low Fat,0.06,Dairy,153.10,OUT046,1997,Small,Tier 1,Supermarket Type1,4921.59
DRE60,9.395,Low Fat,0.16,Soft Drinks,227.87,OUT017,2007,,Tier 2,Supermarket Type1,1584.60
FDK21,7.905,Low Fat,0.01,Snack Foods,248.34,OUT045,2002,,Tier 2,Supermarket Type1,751.02
FDF52,,Low Fat,0.12,Frozen Foods,183.33,OUT019,1985,Small,Tier 1,Grocery Store,364.86
NCN43,,Low Fat,0.01,Others,121.37,OUT019,1985,Small,Tier 1,Grocery Store,246.35
FDW13,8.5,Low Fat,0.10,Canned,52.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.45
FDW14,8.3,Regular,0.04,Dairy,87.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.62
FDG24,7.975,Low Fat,0.01,Baking Goods,84.53,OUT046,1997,Small,Tier 1,Supermarket Type1,416.13
FDR19,13.5,Regular,0.16,Fruits and Vegetables,145.41,OUT045,2002,,Tier 2,Supermarket Type1,3499.44
NCG06,,Low Fat,0.03,Household,256.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.29
FDK10,5.785,Regular,0.04,Snack Foods,181.37,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.43
DRK12,9.5,LF,0.04,Soft Drinks,32.09,OUT017,2007,,Tier 2,Supermarket Type1,432.77
FDY55,16.75,Low Fat,0.08,Fruits and Vegetables,258.10,OUT045,2002,,Tier 2,Supermarket Type1,8994.96
FDV04,,Regular,0.15,Frozen Foods,158.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.45
FDE23,17.6,Regular,0.00,Starchy Foods,46.01,OUT046,1997,Small,Tier 1,Supermarket Type1,326.24
FDI08,18.2,Regular,0.07,Fruits and Vegetables,250.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.11
DRA12,11.6,Low Fat,0.07,Soft Drinks,143.02,OUT010,1998,,Tier 3,Grocery Store,283.63
FDF22,6.865,Low Fat,0.06,Snack Foods,212.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.94
FDQ57,7.275,Low Fat,0.03,Snack Foods,145.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.42
FDP07,18.2,Low Fat,0.09,Fruits and Vegetables,197.51,OUT046,1997,Small,Tier 1,Supermarket Type1,392.82
DRE37,13.5,Low Fat,0.00,Soft Drinks,189.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.87
DRF25,9,Low Fat,0.04,Soft Drinks,36.12,OUT013,1987,High,Tier 3,Supermarket Type1,1098.57
DRF03,19.1,Low Fat,0.05,Dairy,38.81,OUT013,1987,High,Tier 3,Supermarket Type1,731.05
FDN51,17.85,Regular,0.02,Meat,260.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.90
FDD21,10.3,Regular,0.03,Fruits and Vegetables,114.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.83
NCY42,6.38,Low Fat,0.02,Household,145.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.09
FDH28,,Regular,0.00,Frozen Foods,37.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.72
NCZ29,15,Low Fat,0.12,Health and Hygiene,126.34,OUT010,1998,,Tier 3,Grocery Store,503.34
FDN60,15.1,Low Fat,0.10,Baking Goods,159.26,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.29
NCW06,16.2,Low Fat,0.05,Household,191.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.75
NCS30,5.945,Low Fat,0.09,Household,129.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.62
FDW26,11.8,Regular,0.18,Dairy,224.28,OUT010,1998,,Tier 3,Grocery Store,667.13
FDQ01,19.7,Regular,0.16,Canned,256.10,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.02
FDH27,,Low Fat,0.10,Dairy,145.01,OUT019,1985,Small,Tier 1,Grocery Store,143.81
NCX41,19,Low Fat,0.02,Health and Hygiene,211.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.24
FDH58,12.3,Low Fat,0.04,Snack Foods,115.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.30
DRB25,12.3,Low Fat,0.12,Soft Drinks,107.09,OUT010,1998,,Tier 3,Grocery Store,214.39
FDG45,8.1,Low Fat,0.13,Fruits and Vegetables,210.49,OUT045,2002,,Tier 2,Supermarket Type1,5309.76
FDP11,15.85,Low Fat,0.07,Breads,216.62,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.62
FDV19,14.85,Regular,0.04,Fruits and Vegetables,161.26,OUT046,1997,Small,Tier 1,Supermarket Type1,4171.90
FDT32,19,Regular,0.07,Fruits and Vegetables,186.52,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.06
NCU53,5.485,low fat,0.04,Health and Hygiene,166.28,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.41
NCA30,19,Low Fat,0.13,Household,188.89,OUT035,2004,Small,Tier 2,Supermarket Type1,3592.66
FDH20,16.1,Regular,0.00,Fruits and Vegetables,98.44,OUT017,2007,,Tier 2,Supermarket Type1,868.87
DRD25,6.135,Low Fat,0.00,Soft Drinks,114.29,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.91
FDK25,11.6,Regular,0.16,Breakfast,168.05,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.63
FDF02,16.2,Low Fat,0.10,Canned,101.40,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.99
FDC04,15.6,Low Fat,0.05,Dairy,242.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.85
FDH21,10.395,Low Fat,0.03,Seafood,159.46,OUT013,1987,High,Tier 3,Supermarket Type1,316.92
DRG03,14.5,Low Fat,0.06,Dairy,154.30,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.80
NCY06,15.25,Low Fat,0.06,Household,132.30,OUT017,2007,,Tier 2,Supermarket Type1,1696.46
FDM08,10.1,Regular,0.05,Fruits and Vegetables,222.91,OUT045,2002,,Tier 2,Supermarket Type1,5145.30
NCD31,12.1,Low Fat,0.02,Household,166.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,3617.96
FDU09,,Regular,0.07,Snack Foods,54.20,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.76
FDB49,8.3,Regular,0.03,Baking Goods,98.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.23
FDQ58,7.315,Low Fat,0.02,Snack Foods,154.03,OUT045,2002,,Tier 2,Supermarket Type1,612.54
FDJ58,15.6,Regular,0.11,Snack Foods,172.68,OUT017,2007,,Tier 2,Supermarket Type1,2920.20
NCN30,,LF,0.02,Household,96.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.66
FDA52,16.2,reg,0.13,Frozen Foods,175.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
NCN42,,Low Fat,0.01,Household,145.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.69
FDF04,17.5,Low Fat,0.01,Frozen Foods,258.53,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.93
FDY15,18.25,Regular,0.17,Dairy,155.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.95
FDT03,,Low Fat,0.01,Meat,185.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.69
DRL59,,Low Fat,0.04,Hard Drinks,54.23,OUT019,1985,Small,Tier 1,Grocery Store,161.79
FDW08,12.1,Low Fat,0.15,Fruits and Vegetables,106.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1171.81
FDO50,16.25,Low Fat,0.08,Canned,91.18,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49
FDP26,7.785,Low Fat,0.14,Dairy,102.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.90
FDX01,10.1,Low Fat,0.04,Canned,118.12,OUT010,1998,,Tier 3,Grocery Store,116.52
FDU22,12.35,Low Fat,0.09,Snack Foods,119.91,OUT017,2007,,Tier 2,Supermarket Type1,2014.71
FDQ08,15.7,Regular,0.02,Fruits and Vegetables,60.25,OUT035,2004,Small,Tier 2,Supermarket Type1,1163.82
NCN54,20.35,Low Fat,0.02,Household,79.13,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.72
FDR01,,Regular,0.05,Canned,200.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,6171.30
FDB53,,Low Fat,0.14,Frozen Foods,147.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.87
DRN47,12.1,Low Fat,0.02,Hard Drinks,178.57,OUT035,2004,Small,Tier 2,Supermarket Type1,3775.09
FDR39,20.35,Low Fat,0.08,Meat,184.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2189.15
NCL30,18.1,Low Fat,0.05,Household,127.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.67
FDT02,12.6,LF,0.02,Dairy,33.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.86
FDT25,7.5,Low Fat,0.05,Canned,122.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.09
FDH53,20.5,Regular,0.00,Frozen Foods,83.26,OUT017,2007,,Tier 2,Supermarket Type1,1155.83
DRB48,16.75,Regular,0.02,Soft Drinks,37.48,OUT017,2007,,Tier 2,Supermarket Type1,549.95
FDX16,17.85,Low Fat,0.11,Frozen Foods,150.21,OUT010,1998,,Tier 3,Grocery Store,149.81
FDH48,13.5,Low Fat,0.06,Baking Goods,85.55,OUT045,2002,,Tier 2,Supermarket Type1,1731.08
FDF20,12.85,Low Fat,0.03,Fruits and Vegetables,199.08,OUT013,1987,High,Tier 3,Supermarket Type1,3153.23
FDJ03,12.35,Regular,0.12,Dairy,47.87,OUT010,1998,,Tier 3,Grocery Store,49.27
DRJ35,10.1,Low Fat,0.05,Hard Drinks,60.69,OUT017,2007,,Tier 2,Supermarket Type1,363.53
NCN17,11,Low Fat,0.05,Health and Hygiene,101.94,OUT013,1987,High,Tier 3,Supermarket Type1,1105.89
FDN09,14.15,Low Fat,0.03,Snack Foods,243.78,OUT035,2004,Small,Tier 2,Supermarket Type1,6579.44
NCR30,20.6,Low Fat,0.07,Household,74.87,OUT013,1987,High,Tier 3,Supermarket Type1,223.71
FDW23,5.765,Low Fat,0.08,Baking Goods,37.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.25
DRN35,8.01,Low Fat,0.12,Hard Drinks,36.65,OUT010,1998,,Tier 3,Grocery Store,71.91
FDL08,10.8,Low Fat,0.05,Fruits and Vegetables,243.21,OUT045,2002,,Tier 2,Supermarket Type1,1225.07
DRL35,15.7,Low Fat,0.03,Hard Drinks,42.18,OUT017,2007,,Tier 2,Supermarket Type1,735.71
NCS42,8.6,Low Fat,0.07,Household,91.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2371.58
NCY29,,Low Fat,0.08,Health and Hygiene,55.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,1471.42
FDO32,6.36,Low Fat,0.12,Fruits and Vegetables,47.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.94
NCU17,5.32,Low Fat,0.09,Health and Hygiene,100.67,OUT035,2004,Small,Tier 2,Supermarket Type1,2648.55
FDY03,,Regular,0.08,Meat,111.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,3150.57
NCI30,,Low Fat,0.10,Household,244.35,OUT019,1985,Small,Tier 1,Grocery Store,246.35
FDI04,,Regular,0.07,Frozen Foods,199.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.11
FDC35,7.435,Low Fat,0.12,Starchy Foods,205.26,OUT013,1987,High,Tier 3,Supermarket Type1,3520.08
FDN38,6.615,Regular,0.09,Canned,251.64,OUT046,1997,Small,Tier 1,Supermarket Type1,6008.18
FDJ48,11.3,LF,0.06,Baking Goods,247.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2964.14
FDH57,10.895,Low Fat,0.04,Fruits and Vegetables,131.93,OUT035,2004,Small,Tier 2,Supermarket Type1,659.14
FDI40,11.5,Regular,0.13,Frozen Foods,100.84,OUT046,1997,Small,Tier 1,Supermarket Type1,2111.25
FDF50,,Low Fat,0.12,Canned,198.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.84
FDA07,7.55,Regular,0.03,Fruits and Vegetables,123.91,OUT013,1987,High,Tier 3,Supermarket Type1,1102.56
FDZ60,20.5,Low Fat,0.12,Baking Goods,109.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.44
FDW38,5.325,Regular,0.14,Dairy,53.23,OUT017,2007,,Tier 2,Supermarket Type1,1240.39
NCF55,6.675,LF,0.02,Household,33.39,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.06
FDR37,16.5,Regular,0.07,Breakfast,183.33,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.72
FDZ33,10.195,Low Fat,0.11,Snack Foods,149.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.46
FDV01,19.2,Regular,0.09,Canned,155.43,OUT045,2002,,Tier 2,Supermarket Type1,3568.02
FDI02,15.7,Regular,0.12,Canned,114.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,787.64
DRH25,18.7,Low Fat,0.01,Soft Drinks,50.23,OUT013,1987,High,Tier 3,Supermarket Type1,623.19
NCY29,13.65,Low Fat,0.08,Health and Hygiene,55.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.74
FDR04,,Low Fat,0.02,Frozen Foods,98.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,2430.17
FDR44,6.11,reg,0.10,Fruits and Vegetables,129.60,OUT045,2002,,Tier 2,Supermarket Type1,2348.94
FDJ41,6.85,Low Fat,0.02,Frozen Foods,262.06,OUT017,2007,,Tier 2,Supermarket Type1,1569.96
FDL43,,Low Fat,0.03,Meat,78.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,3292.38
FDB21,7.475,Low Fat,0.15,Fruits and Vegetables,243.49,OUT017,2007,,Tier 2,Supermarket Type1,1691.80
NCU42,9,Low Fat,0.02,Household,170.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,4211.19
FDY21,15.1,Low Fat,0.00,Snack Foods,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,3142.58
FDK58,11.35,Regular,0.00,Snack Foods,101.50,OUT046,1997,Small,Tier 1,Supermarket Type1,202.40
DRD13,15,Low Fat,0.05,Soft Drinks,65.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.75
FDU35,6.44,Low Fat,0.00,Breads,98.27,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
FDX23,6.445,Low Fat,0.05,Baking Goods,95.04,OUT010,1998,,Tier 3,Grocery Store,94.54
FDQ39,14.8,Low Fat,0.08,Meat,189.28,OUT045,2002,,Tier 2,Supermarket Type1,1719.76
FDR31,,Regular,0.05,Fruits and Vegetables,147.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.82
FDS28,8.18,Regular,0.08,Frozen Foods,56.66,OUT035,2004,Small,Tier 2,Supermarket Type1,687.11
DRN36,15.2,Low Fat,0.05,Soft Drinks,94.18,OUT045,2002,,Tier 2,Supermarket Type1,2109.25
FDX60,,LF,0.08,Baking Goods,78.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.46
NCB54,8.76,Low Fat,0.05,Health and Hygiene,126.23,OUT017,2007,,Tier 2,Supermarket Type1,1406.17
FDC15,18.1,Low Fat,0.18,Dairy,158.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.29
NCP17,,Low Fat,0.03,Health and Hygiene,62.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1661.84
FDY39,5.305,Regular,0.05,Meat,181.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4594.02
FDH33,12.85,LF,0.12,Snack Foods,43.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,615.20
FDG09,,Regular,0.05,Fruits and Vegetables,187.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4506.13
FDO10,,Regular,0.01,Snack Foods,56.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,973.40
FDD39,,Low Fat,0.07,Dairy,214.39,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.70
FDJ09,15,Low Fat,0.06,Snack Foods,46.97,OUT045,2002,,Tier 2,Supermarket Type1,679.12
DRQ35,9.3,Low Fat,0.04,Hard Drinks,123.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,1857.58
FDV38,19.25,Low Fat,0.10,Dairy,54.60,OUT049,1999,Medium,Tier 1,Supermarket Type1,764.34
FDJ60,19.35,Regular,0.06,Baking Goods,164.52,OUT013,1987,High,Tier 3,Supermarket Type1,1651.18
FDJ15,11.35,Regular,0.02,Dairy,181.96,OUT017,2007,,Tier 2,Supermarket Type1,1653.85
FDR08,18.7,Low Fat,0.04,Fruits and Vegetables,111.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,222.38
FDZ55,6.055,Low Fat,0.03,Fruits and Vegetables,160.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
FDL10,8.395,Low Fat,0.04,Snack Foods,100.90,OUT045,2002,,Tier 2,Supermarket Type1,1686.47
FDJ34,,Regular,0.09,Snack Foods,125.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,1001.36
FDW60,,Regular,0.02,Baking Goods,177.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,3352.30
FDK08,9.195,Regular,0.12,Fruits and Vegetables,99.20,OUT046,1997,Small,Tier 1,Supermarket Type1,809.61
NCE42,21.1,Low Fat,0.01,Household,234.00,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.57
FDR39,20.35,Low Fat,0.08,Meat,181.73,OUT017,2007,,Tier 2,Supermarket Type1,4013.44
NCN17,11,Low Fat,0.06,Health and Hygiene,100.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,904.82
NCR05,10.1,Low Fat,0.05,Health and Hygiene,200.21,OUT045,2002,,Tier 2,Supermarket Type1,3174.53
FDV48,,Regular,0.05,Baking Goods,77.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.14
DRF27,8.93,Low Fat,0.03,Dairy,151.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,1225.07
NCF07,9,Low Fat,0.03,Household,102.20,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.82
FDF40,20.25,Regular,0.02,Dairy,248.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4731.17
FDO28,5.765,Low Fat,0.07,Frozen Foods,122.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1084.59
FDB23,19.2,Regular,0.01,Starchy Foods,226.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.94
FDV48,9.195,Regular,0.05,Baking Goods,79.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.21
FDM45,8.655,Regular,0.09,Snack Foods,119.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.51
FDC16,11.5,Regular,0.02,Dairy,84.95,OUT045,2002,,Tier 2,Supermarket Type1,865.54
DRE25,,Low Fat,0.07,Soft Drinks,94.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,1304.97
FDY35,17.6,Regular,0.02,Breads,43.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1286.33
FDR22,19.35,Regular,0.02,Snack Foods,110.25,OUT045,2002,,Tier 2,Supermarket Type1,2908.21
FDZ10,17.85,Low Fat,0.04,Snack Foods,127.20,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.54
FDY15,,Regular,0.30,Dairy,157.86,OUT019,1985,Small,Tier 1,Grocery Store,469.39
DRA24,19.35,Regular,0.04,Soft Drinks,162.49,OUT013,1987,High,Tier 3,Supermarket Type1,4422.24
FDV37,13,Regular,0.08,Canned,198.54,OUT045,2002,,Tier 2,Supermarket Type1,1186.46
FDO10,13.65,Regular,0.01,Snack Foods,58.86,OUT035,2004,Small,Tier 2,Supermarket Type1,973.40
FDR59,,Regular,0.06,Breads,263.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,3401.57
FDR34,17,Regular,0.02,Snack Foods,228.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.42
FDG16,15.25,Low Fat,0.09,Frozen Foods,214.42,OUT017,2007,,Tier 2,Supermarket Type1,4961.54
FDO03,,Regular,0.04,Meat,228.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,9390.44
FDC09,15.5,Regular,0.03,Fruits and Vegetables,104.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1230.40
FDJ52,7.145,Low Fat,0.02,Frozen Foods,159.46,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.16
FDL33,7.235,Low Fat,0.17,Snack Foods,197.55,OUT010,1998,,Tier 3,Grocery Store,195.75
FDJ53,10.5,Low Fat,0.07,Frozen Foods,119.71,OUT017,2007,,Tier 2,Supermarket Type1,2410.20
FDX08,,Low Fat,0.04,Fruits and Vegetables,179.93,OUT019,1985,Small,Tier 1,Grocery Store,360.86
FDK32,16.25,Regular,0.05,Fruits and Vegetables,154.27,OUT045,2002,,Tier 2,Supermarket Type1,3354.30
FDM20,10,Low Fat,0.04,Fruits and Vegetables,245.41,OUT017,2007,,Tier 2,Supermarket Type1,6615.39
NCJ42,19.75,Low Fat,0.01,Household,102.23,OUT017,2007,,Tier 2,Supermarket Type1,3076.00
FDI50,8.42,Regular,0.03,Canned,227.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,3435.53
FDZ15,13.1,Low Fat,0.00,Dairy,117.88,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.10
NCK18,9.6,Low Fat,0.00,Household,164.22,OUT045,2002,,Tier 2,Supermarket Type1,1981.42
FDW33,9.395,Low Fat,0.10,Snack Foods,106.43,OUT017,2007,,Tier 2,Supermarket Type1,1917.50
NCT05,10.895,LF,0.02,Health and Hygiene,255.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,4857.68
FDZ16,,Regular,0.28,Frozen Foods,193.15,OUT019,1985,Small,Tier 1,Grocery Store,387.50
NCV17,18.85,Low Fat,0.02,Health and Hygiene,129.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3016.74
FDE34,9.195,Low Fat,0.11,Snack Foods,183.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,2726.45
FDH44,19.1,Regular,0.03,Fruits and Vegetables,148.04,OUT045,2002,,Tier 2,Supermarket Type1,3825.69
NCK06,5.03,Low Fat,0.01,Household,119.38,OUT045,2002,,Tier 2,Supermarket Type1,605.88
FDS46,17.6,Regular,0.05,Snack Foods,120.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,2621.92
NCO42,21.25,Low Fat,0.02,Household,146.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1603.91
FDL13,13.85,Regular,0.06,Breakfast,231.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,3029.39
FDK14,6.98,Low Fat,0.04,Canned,83.39,OUT017,2007,,Tier 2,Supermarket Type1,491.36
FDX13,7.725,Low Fat,0.05,Canned,250.21,OUT045,2002,,Tier 2,Supermarket Type1,3984.15
